id;Unidade Local;CEP;Cidade;Fones;Endereço;UF;Superintendência Regional;Município(s) de Abrangência;
106;UNIDADE LOCAL DE ICÓ/CE;63.340-000;Icó;(88) 561-1144 ,;Rua de Cruzeiro;CE;;Quixelô,Salitre,Orós,Santana do Cariri,Umari,Solonópole,Várzea Alegre,Icó,Iguatu,Jaguaribe,Jati,Juazeiro do Norte,Lavras da Mangabeira,Penaforte,Pereiro,Porteiras,Granjeiro,Milagres,Farias Brito,Catarina,Ererê,Crato,Ipaumirim,Barro,Brejo Santo,Caririaçu,Cariús,Campos Sales,Assaré,Baixio,Abaiara,Acopiara;
113;UNIDADE LOCAL DE IMPERATRIZ/MA;65.903-390;Imperatriz;(99) 3524-5559,;Rodovia BR 010;MA;;Açailândia,Carolina,Buriticupu,Campestre do Maranhão,Bom Jesus das Selvas,Cidelândia,Estreito,Grajaú,Davinópolis,Governador Edison Lobão,Lajeado Novo,Jenipapo dos Vieiras,Imperatriz,Itinga do Maranhão,Porto Franco,Riachão,Ribamar Fiquene,Santa Luzia,São Francisco do Brejão,Sítio Novo;
33;UNIDADE LOCAL DE ITABUNA/BA;45.607-291;Itabuna;(73) 3211-5865,;Av Princesa Isabel;BA;;Uruçuca,Ubaitaba,São José da Vitória,Santa Cruz da Vitória,Buerarema,Camacan,Boa Nova,Governador Lomanto Júnior,Belmonte,Arataca,Aurelino Leal,Potiraguá,Pau Brasil,Itapitanga,Maraú,Mascote,Firmino Alves,Floresta Azul,Itapé,Itapebi,Itapetinga,Itarantim,Itabuna,Itacaré,Ilhéus,Itajuípe,Ibicaraí,Dário Meira,Ibicuí;
119;UNIDADE LOCAL DE ITAITUBA/PA;68.181-490;Itaituba;(93) 3518-1265,;Escritório do DNER;PA;;Alenquer,Almeirim,Altamira,Belterra,Itaituba,Curuá,Novo Progresso,Jacareacanga,Rurópolis,Óbidos,Oriximiná,Trairão,Santarém;
60;UNIDADE LOCAL DE JARDIM/MS;5005004;Jardim;(67) 3302-5744,;Av. Mato Grosso;MS;;Caracol,Bela Vista,Guia Lopes da Laguna,Jardim,Nioaque,Maracaju,Porto Murtinho;
45;UNIDADE LOCAL DE JATAÍ/GO;75.800-000;Jataí;(64) 631-1306 ,;Rua D. Pedro II nº;GO;;Aparecida do Rio Doce,Aporé,Cachoeira Alta,Caçu,Caiapônia,Mineiros,Chapadão do Céu,Jataí,Itajá,Itarumã,Portelândia,Serranópolis,São Simão,Santa Rita do Araguaia;
34;UNIDADE LOCAL DE JEQUIÉ-BA/BA;45.201.475;Jequié;(73) 3525-2924,;Av. Governador Aurélio Viana;BA;;Ibicoara,Ibiquera,Irajuba,Iramaia,Ipiaú,Itaeté,Itatim,Contendas do Sincorá,Milagres,Mucugê,Maracás,Jaguaquara,Jitaúna,Jequié,Lafaiete Coutinho,Nova Itarana,Nova Redenção,Aiquara,Boa Vista do Tupim,Barra do Rocha,BrejõEs,Barra da Estiva,Santa Teresinha,Ubatã;
82;UNIDADE LOCAL DE JI-PARANÁ/RO;76900062;Ji-Paraná;(69) 34210571,;Rua Pedro Teixeira;RO;;Monte Negro,São Francisco do Guaporé,Seringueiras,Theobroma,Ariquemes,Ouro Preto do Oeste,Costa Marques,Jaru,Ji-Paraná,Presidente Médici,Rio Crespo,Alvorada D'Oeste,Alto Paraíso,Cacaulândia,Campo Novo de Rondônia,Governador Jorge Teixeira;
88;UNIDADE LOCAL DE JOAÇABA/SC;89.600-000;Joaçaba;(49) 3522-0270,;Rodovia BR-282;SC;;Seara,Zortéa,Vargem Bonita,Ponte Serrada,Presidente Castelo Branco,Matos Costa,Ouro,Ipira,Joaçaba,Irani,Itá,Herval D'Oeste,Erval Velho,Concórdia,Capinzal,Catanduvas,Campos Novos,Água Doce,Arabutã,Arvoredo;
89;UNIDADE LOCAL DE JOINVILLE/SC;89.214-370;Joinville;(47) 3453-1655,;Rodovia BR-101;SC;;Araquari,Balneário Barra do Sul,Barra Velha,Guaramirim,Garuva,Joinville,Jaraguá do Sul,Piçarras,Penha,Schroeder,São Francisco do Sul;
67;UNIDADE LOCAL DE JUIZ DE FORA/MG;36.045-490;Juiz de Fora;(32) 3224-4140,;Rua Santa Terezinha;MG;;Ressaquinha,Prados,Olaria,Oliveira Fortes,Mercês,Matias Barbosa,Lima Duarte,Lagoa Dourada,Juiz de Fora,Conselheiro Lafaiete,Cristiano Otoni,Coronel Xavier Chaves,Desterro do Melo,Entre Rios de Minas,Ewbank da Câmara,Chácara,Carandaí,Bom Jardim de Minas,Bicas,Alfredo Vasconcelos,Barbacena,Barroso,Tiradentes,Simão Pereira,Santos Dumont,Santa Bárbara do Tugúrio,Santa Rita de Jacutinga,Rio Pomba;
90;UNIDADE LOCAL DE LAGES/SC;88.508-620;Lages;(49) 3225-2588,;Rua Getúlio Vargas;SC;;São José do Cerrito,São Joaquim,Vargem,Urubici,Ponte Alta,Ituporanga,Lages,Imbuia,Chapadão do Lageado,Correia Pinto,Bocaina do Sul,Capão Alto,Bom Retiro;
68;UNIDADE LOCAL DE LEOPOLDINA/MG;36.700-340;Leopoldina;(32) 3441-4322,;Av. Getúlio Vargas;MG;;Argirita,Astolfo Dutra,Araponga,Além Paraíba,Caiana,Cajuri,Carangola,Canaã,Cataguases,Eugenópolis,Estrela Dalva,Ervália,Espera Feliz,Fervedouro,Dona Eusébia,Divino,Coimbra,Guarará,Guidoval,Laranjal,Leopoldina,Maripá de Minas,Miradouro,Miraí,Muriaé,Orizânia,Patrocínio do Muriaé,Porto Firme,Ponte Nova,Pirapetinga,Rodeiro,Rosário da Limeira,Santana de Cataguases,São Francisco do Glória,São Geraldo,São Miguel do Anta,São Sebastião da Vargem Alegre,Tocantins,Teixeiras,Visconde do Rio Branco,Volta Grande,Viçosa,Ubá;
126;UNIDADE LOCAL DE LONDRINA/PR;86.030-140;Londrina;(41) 3361-7450,;Rua Ametista;PR;;Andirá,Califórnia,Cambará,Cambé,Cambira,Bandeirantes,Barbosa Ferraz,Apucarana,Arapongas,Bom Sucesso,Cornélio Procópio,Faxinal,Cruzmaltina,Figueira,Fênix,Jaboti,Jandaia do Sul,Ibiporã,Lunardelli,Londrina,Jataizinho,Marilândia do Sul,Pinhalão,Santa Mariana,Santana do Itararé,Rolândia,São Pedro do Ivaí,São João do Ivaí,Tomazina,Siqueira Campos,Tamarana,Sapopema,Uraí,Wenceslau Braz;
137;UNIDADE LOCAL DE MACAÍBA/RN;59280001;Macaíba;(84) 32711306,;BR-304;RN;;Taipu,Senador Elói de Souza,Touros,São Gonçalo do Amarante,São José de Mipibu,São Pedro,Afonso Bezerra,Arês,Goianinha,Parnamirim,Extremoz,Canguaretama,Ceará-Mirim,Baía Formosa,Bom Jesus,Caiçara do Rio do Vento,Macaíba,Macau,João Câmara,Jandaíra,Guamaré,Ielmo Marinho,Maxaranguape,Natal,Nísia Floresta,Rio do Fogo,Poço Branco,Presidente Juscelino,Santa Maria,Riachuelo;
40;UNIDADE LOCAL DE MACEIÓ/AL;57.030-160;Maceió;(82) 3131-1446,;Rua Desembargador Almeida Guimarães;AL;;São Brás,São José da Laje,São Miguel dos Campos,São Sebastião,Satuba,Tanque D'Arca,Teotônio Vilela,União dos Palmares,Viçosa,Atalaia,Belém,Branquinha,Chã Preta,Colônia Leopoldina,Coqueiro Seco,Flexeiras,Ibateguara,Igreja Nova,Jequiá da Praia,Joaquim Gomes,Junqueiro,Maceió,Cajueiro,Campo Alegre,Marechal Deodoro,Maribondo,Murici,Novo Lino,Olho D'Água Grande,Matriz de Camaragibe,Messias,Pilar,Porto Real do Colégio,Rio Largo,Santa Luzia do Norte;
91;UNIDADE LOCAL DE MAFRA/SC;89.300-000;Mafra;(47) 3642-4757,;Av. Cel. José Severiano Maia;SC;;Três Barras,São Bento do Sul,Rio Negrinho,Canoinhas,Bela Vista do Toldo,Corupá,Itaiópolis,Irineópolis,Mafra,Major Vieira,Porto União,Monte Castelo,Papanduva;
120;UNIDADE LOCAL DE MARABÁ/PA;68.502-280;Marabá;(94) 3324-9754,;Rodovia BR-230;PA;;São Domingos do Araguaia,Tucuruí,São Geraldo do Araguaia,São João do Araguaia,Oeiras do Pará,Palestina do Pará,Limoeiro do Ajuru,Marabá,Novo Repartimento,Itupiranga,Baião,Abel Figueiredo,Bom Jesus do Tocantins,Cametá,Brejo Grande do Araguaia;
69;UNIDADE LOCAL DE MONTES CLAROS/MG;39.401-470;Montes Claros;(38) 32216922,;Av. Atlântica;MG;;Águas Vermelhas,Augusto de Lima,Chapada do Norte,Capitão Enéas,Carbonita,Buenópolis,Berilo,Pirapora,Pedras de Maria da Cruz,Porteirinha,Patis,Padre Carvalho,Nova Porteirinha,Olhos-D'Água,Novorizonte,Montes Claros,Montezuma,Monte Azul,Montalvânia,Mirabela,Minas Novas,Mato Verde,Lontra,Mamonas,Manga,Lassance,Juvenília,Joaquim Felício,Jequitaí,Grão Mogol,Francisco Sá,Fruta de Leite,Ibiaí,Itacarambi,Janaúba,Januária,Japonvar,Claro dos PoçõEs,Cônego Marinho,Coração de Jesus,Corinto,Diamantina,Coronel Murta,Engenheiro Navarro,São Gonçalo do Rio Preto,Espinosa,Várzea da Palma,Virgem da Lapa,Turmalina,Taiobeiras,Senador Modestino Gonçalves,São João da Lagoa,São João das MissõEs,Santo Antônio do Retiro,Santa Cruz de Salinas,Rubelita,Rio Pardo de Minas,Salinas;
138;UNIDADE LOCAL DE MOSSORÓ/RN;59.625-301;Mossoró;(84) 3312-2722,;Av. Francisco Mota;RN;;Upanema,Pedro Avelino,Tibau,Fernando Pedroza,Mossoró,Itajá,Lajes,Baraúna,Areia Branca,Angicos,Açu;
70;UNIDADE LOCAL DE OLIVEIRA/MG;35.540-000;Oliveira;(33) 3331-7020,;Alameda Nossa Senhora de Fátima;MG;;Aguanil,Boa Esperança,Brumadinho,Campo Belo,Campos Gerais,Cana Verde,Candeias,Conceição da Barra de Minas,Carmo do Rio Claro,Carmópolis de Minas,Carmo da Mata,Formiga,Coqueiral,Cláudio,Itumirim,Itutinga,Itaguara,Itatiaiuçu,Itapecerica,Igarapé,Ilicínea,Lavras,Nazareno,Oliveira,Ribeirão Vermelho,PerdõEs,Ritápolis,Rio Manso,Santana da Vargem,Santo Antônio do Amparo,São Francisco de Paula,São João Del Rei,São Joaquim de Bicas,São Sebastião do Oeste,São Tiago;
150;UNIDADE LOCAL DE PALMAS/TO;77.024-002;Palmas;(63) 3216-8101,;Av. Joaquim Teotônio Segurado;TO;;Aparecida do Rio Negro,Araguacema,Araguaína,Centenário,Barrolândia,Bom Jesus do Tocantins,Brasilândia do Tocantins,Fortaleza do Tabocão,Goianorte,Colinas do Tocantins,Guaraí,Colméia,Piraquê,Porto Nacional,Presidente Kennedy,Pugmil,Rio dos Bois,Rio Sono,Lizarda,Miracema do Tocantins,Miranorte,Pedro Afonso,Nova Olinda,Nova Rosalândia,Oliveira de Fátima,Palmeirante,Paraíso do Tocantins,Palmas,Tupirama,Wanderlândia,Xambioá;
141;UNIDADE LOCAL DE PASSO FUNDO/RS;99.010-128;Passo Fundo;(51) 3406-9535,;Travessa Boa Viagem;RS;;Vale do Sol,Venâncio Aires,Vera Cruz,Veranópolis,Victor Graeff,Vila Flores,Westfalia,Três Arroios,Teutônia,Tio Hugo,Sarandi,Taquari,Soledade,Tabaí,Severiano de Almeida,Sinimbu,Sertão,São Valentim,São Pedro da Serra,São Pedro das MissõEs,São José das MissõEs,São José do Herval,São José do Sul,Santo Antônio do Planalto,Água Santa,Almirante Tamandaré do Sul,André da Rocha,Barão,Barão de Cotegipe,Bom Retiro do Sul,Barra Funda,Barros Cassal,Bento Gonçalves,Boa Vista do Sul,Salvador do Sul,Sagrada Família,Saldanha Marinho,Pouso Novo,Pinheirinho do Vale,Quatro Irmãos,Passo Fundo,Paulo Bento,Muliterno,Nonoai,Nova Prata,Montenegro,Mormaço,Lagoa Vermelha,Lajeado,Lajeado do Bugre,Marcelino Ramos,Marques de Souza,Mato Castelhano,Mato Leitão,Jaboticaba,Ipiranga do Sul,Herveiras,Gramado Xavier,Gaurama,Gentil,Garibaldi,Fontoura Xavier,Fazenda Vilanova,Estrela,Erebango,Erechim,Ernestina,Erval Grande,Estação,Cruzeiro do Sul,Coxilha,Ciríaco,Colorado,Candelária,Carazinho,Carlos Barbosa,Caseiros;
71;UNIDADE LOCAL DE PASSOS/MG;39.902-340;Passos;(35) 3521-9076,;Rua Caxambu;MG;;Passos,Monte Santo de Minas,Muzambinho,Guaxupé,Guaranésia,Itamogi,Jacuí,Delfinópolis,Bom Jesus da Penha,Arceburgo,Alpinópolis,Tapira,São Sebastião do Paraíso,São Pedro da União,São Roque de Minas,São João Batista do Glória,Sacramento,Vargem Bonita;
127;UNIDADE LOCAL DE PATO BRANCO/PR;85.504-018;Pato Branco;(41) 3361-7430,;Rua Silveira Martins;PR;;Virmond,Vitorino,Saudade do Iguaçu,União da Vitória,Rio Bonito do Iguaçu,Santo Antônio do Sudoeste,Pranchita,Palmas,Renascença,Realeza,Planalto,Pérola D'Oeste,Pato Branco,Nova Laranjeiras,Mariópolis,Marmeleiro,Laranjeiras do Sul,Barracão,Bom Jesus do Sul,Ibema,Inácio Martins,Itapejara D'Oeste,Flor da Serra do Sul,Foz do Jordão,Guaraniaçu,Guarapuava,Diamante do Sul,Cruz Machado,Coronel Vivida,Chopinzinho,Clevelândia,Bom Sucesso do Sul,Campo Bonito,Catanduvas,Candói,Cantagalo,Capanema;
72;UNIDADE LOCAL DE PATOS DE MINAS/MG;38.700-000;Patos de Minas;(34) 3823-1161,;Rua Dr. Marcolino;MG;;Araxá,Arapuá,Arinos,Abadia dos Dourados,Bonfinópolis de Minas,Brasilândia de Minas,Buritis,Buritizeiro,Carmo do Paranaíba,Chapada Gaúcha,Campos Altos,Coromandel,Cruzeiro da Fortaleza,Formoso,Dom Bosco,Guarda-Mor,Ibiá,Natalândia,Lagamar,João Pinheiro,Lagoa Formosa,Lagoa Grande,Patos de Minas,Paracatu,Presidente Olegário,Rio Paranaíba,Santa Fé de Minas,Serra do Salitre,Vazante,Varjão de Minas,Uruana de Minas,Unaí;
38;UNIDADE LOCAL DE PATOS/PB;58.704-000;Patos;(83) 3421-2748,;Rua Moacir Leitão;PB;;Piancó,Marizópolis,Patos,Paulista,Nova Olinda,Olho D'Água,Malta,Santana dos Garrotes,Santarém,Santa Teresinha,São Bento,São Bentinho,São Domingos de Pombal,Quixabá,Princesa Isabel,Poço Dantas,Pombal,Itaporanga,Ibiara,Diamante,Emas,Coremas,Catingueira,Conceição,Condado,Bom Jesus,Brejo do Cruz,Cachoeira dos Índios,Cajazeiras,Cajazeirinhas,São João do Rio do Peixe,Aparecida,Belém do Brejo do Cruz,Boa Ventura,Santa Inês,Uiraúna,Tavares,Teixeira,Sousa,São José de Espinharas,São José do Bonfim,São José do Brejo do Cruz,São Mamede;
139;UNIDADE LOCAL DE PAU DOS FERROS/RN;59.625-301;Pau dos Ferros;(84) 4005-4905,;Av. Francisco Mota;RN;;São Francisco do Oeste,Serrinha dos Pintos,Severiano Melo,Taboleiro Grande,Antônio Martins,Apodi,Almino Afonso,Augusto Severo,Felipe Guerra,Governador Dix-Sept Rosado,Frutuoso Gomes,Luís Gomes,Major Sales,Marcelino Vieira,Itaú,Janduís,José da Penha,Messias Targino,Patu,Rodolfo Fernandes,Pau dos Ferros,Rafael Fernandes,Rafael Godeiro,Riacho de Santana;
114;UNIDADE LOCAL DE PEDRINHAS/MA;65.020.290;São Luís;(98) 2106-6263,;Rua Jansen Muller;MA;;São Mateus do Maranhão,São Luís,Santa Luzia do Paruá,Santa Rita,Santo Amaro do Maranhão,Santa Inês,Turiaçu,Tutóia,Vargem Grande,Vitória do Mearim,Zé Doca,Serrano do Maranhão,Satubinha,Rosário,Presidente Médici,Presidente Vargas,Primeira Cruz,Pindaré-Mirim,Pio Xii,Paulino Neves,Luís Domingues,Maracaçumé,Maranhãozinho,Mata Roma,Itapecuru Mirim,Governador Newton Bello,Governador Nunes Freire,Junco do Maranhão,MatõEs do Norte,Miranda do Norte,Mirinzal,Monção,Morros,Nova Olinda do Maranhão,Olho D'Água das Cunhãs,Godofredo Viana,Humberto de Campos,Icatu,Igarapé do Meio,Cururupu,Central do Maranhão,Chapadinha,Brejo,Cândido Mendes,Carutapera,Barreirinhas,Bela Vista do Maranhão,Bequimão,Boa Vista do Gurupi,Bom Jardim,Água Doce do Maranhão,Alcântara,Bacabeira,Bacuri,Anapurus,Araguanã,Araioses,Arari,Axixá;
142;UNIDADE LOCAL DE PELOTAS/RS;96.030-001;Pelotas;(53) 3221-0222,;Av. Duque de Caxias;RS;;Arroio Grande,Capão do Leão,Candiota,Canguçu,Chuí,Cerrito,Cristal,Herval,Encruzilhada do Sul,Jaguarão,Morro Redondo,Mostardas,Pedras Altas,Pedro Osório,Piratini,Pelotas,Palmares do Sul,Rio Grande,Pinheiro Machado,Santa Vitória do Palmar,Santana da Boa Vista,São Lourenço do Sul,São José do Norte,Tavares,Turuçu;
78;UNIDADE LOCAL DE PETROLINA/PE;55.300-000;Petrolina;(87) 3863-0424,;Av. Honório Viana;PE;;Afrânio,Dormentes,Lagoa Grande,Orocó,Petrolina,Santa Cruz,Santa Maria da Boa Vista;
130;UNIDADE LOCAL DE PICOS/PI;64.600-000;Picos;(89) 3133-1400,;Av. Helvídio Nunes;PI;;Coronel José Dias,Bonfim do Piauí,Campinas do Piauí,Campo Grande do Piauí,Bocaina,Acauã,Bela Vista do Piauí,Barro Duro,Alegrete do Piauí,Simplício Mendes,Sussuapara,São Julião,São Lourenço do Piauí,São Miguel da Baixa Grande,São João do Piauí,São João da Canabrava,Santo Antônio de Lisboa,Nova Santa Rita,Picos,Pimenteiras,Pio Ix,Olho D'Água do Piauí,Lagoa do Sítio,Passagem Franca do Piauí,Patos do Piauí,Paulistana,Marcolândia,João Costa,Francisco Macedo,Francisco Santos,Fronteiras,Geminiano,Inhuma,Ipiranga do Piauí,Isaías Coelho,Itainópolis,Jacobina do Piauí,Jaicós,Dirceu Arcoverde,Dom Expedito Lopes,Elesbão Veloso,Monsenhor Hipólito,São Raimundo Nonato,Valença do Piauí,Várzea Branca,Vera Mendes,Vila Nova do Piauí;
83;UNIDADE LOCAL DE PIMENTA BUENO/RO;76970000;Pimenta Bueno;(69) 34512761,;Rua Marechal Rondon;RO;;Pimenteiras do Oeste,Chupinguaia,Pimenta Bueno,Cacoal,Cerejeiras,Colorado do Oeste;
131;UNIDADE LOCAL DE PIRIPIRI/PI;64.260-000;Piripiri;(86) 3133-1460,;Av. Ceará;PI;;Esperantina,Demerval Lobão,Juazeiro do Piauí,Lagoa do Piauí,Matias Olímpio,Milton Brandão,Monsenhor Gil,Nossa Senhora de Nazaré,Novo Santo Antônio,Pedro Ii,Luís Correia,Parnaíba,Piracuruca,Piripiri,São João da Fronteira,São José do Divino,São João do Arraial,São Miguel do Tapuio,Teresina,Alto Longá,Altos,Batalha,Campo Maior,Brasileira,Buriti dos Lopes,Buriti dos Montes,Cajueiro da Praia,Capitão de Campos,Caraúbas do Piauí,Castelo do Piauí,Caxingó,Cocal,Cocal de Telha,Coivaras;
128;UNIDADE LOCAL DE PONTA GROSSA/PR;84.010-240;Ponta Grossa;(41) 3361-7490,;Rua Dr. Penteado de Almeida;PR;;Ventania,Doutor Ulysses,Santo Antônio da Platina,Tibagi,Telêmaco Borba,Mallet,Japira,Mauá da Serra,Ortigueira,Ponta Grossa,Rebouças,Rio Azul,Prudentópolis,Cerro Azul,Castro,Conselheiro Mairinck,Ibaiti,Guamiranga,Guapirama,Ivaí,Jacarezinho,Imbaú,Imbituva,Irati,Ipiranga;
152;UNIDADE LOCAL DE PORTO GRANDE/AP;68.908-901;Porto Grande;(61) 3315-4000,;Av. Ernestino Borges;AP;;Serra do Navio,Pedra Branca do Amaparí,Porto Grande,Pracuúba,Santana,Tartarugalzinho;
84;UNIDADE LOCAL DE PORTO VELHO/RO;76801224;Porto Velho;(69) 32181100,(31) 936442142;Rua Herbert de Azevedo;RO;;Porto Velho,Guajará-Mirim,Itapuã do Oeste,Candeias do Jamari,Buritis,Nova Mamoré;
103;UNIDADE LOCAL DE PRAINHA/AM;69058775;Manaus;(92) 38785746,;Avenida Recife;AM;;Alvarães;
73;UNIDADE LOCAL DE PRATA/MG;38.140-000;Prata;(34) 3431-1299,;Rua Tenente Reis;MG;;Canápolis,Centralina,Capinópolis,Carneirinho,Campina Verde,Cachoeira Dourada,Prata,Gurinhatã,Fronteira,Frutal,Iturama,Ituiutaba,Itapagipe,Comendador Gomes,União de Minas,Santa Vitória;
115;UNIDADE LOCAL DE PRESIDENTE VARGAS/MA;65.800-000;Presidente Vargas;;BR-230;MA;;;
79;UNIDADE LOCAL DE RECIFE/PE;51.010-000;Recife;(81) 3453-4144,;Av. Antônio de Goés;PE;;Vitória de Santo Antão,Xexéu,São Lourenço da Mata,Tracunhaém,Palmares,Timbaúba,Pombos,Recife,Ribeirão,Sairé,Moreno,Nazaré da Mata,Paudalho,Paulista,Joaquim Nabuco,Itambé,Itapissuma,Jaboatão dos Guararapes,Igarassu,Estratégico Regional,Escada,Goiana,Gameleira,Gravatá,Fernando de Noronha,Ferreiros,Água Preta,Abreu e Lima,Aliança,Cabo de Santo Agostinho,Carpina,Camutanga;
121;UNIDADE LOCAL DE REDENÇÃO/PA;68.502-280;Redenção;(94) 3324-9754,;Rodovia BR-230;PA;;Água Azul do Norte,Sapucaia,Xinguara,Bannach,Cumaru do Norte,Eldorado dos Carajás,Parauapebas,Pau D'Arco,Ourilândia do Norte,Piçarra,Redenção,Rio Maria,Santana do Araguaia,Santa Maria das Barreiras,São Félix do Xingu;
96;UNIDADE LOCAL DE REGISTRO/SP;11.900-000;Registro;(13) 3828-4010,;Avenida Castelo Branco;SP;;;
100;UNIDADE LOCAL DE RIO BRANCO/AC.;69908-760;Rio Branco;(31) 997910010,;Avenida Principal;AC;;Acrelândia,Assis Brasil,Brasiléia,Bujari,Capixaba,Cruzeiro do Sul,Epitaciolândia,Feijó,Mâncio Lima,Manoel Urbano,Marechal Thaumaturgo,Porto Walter,Rio Branco,Rodrigues Alves,Santa Rosa do Purus,Senador Guiomard,Sena Madureira,Tarauacá,Xapuri,Porto Acre;
92;UNIDADE LOCAL DE RIO DO SUL/SC;89.160-000;Rio do Sul;(47) 3525-0758,;Rodovia BR-470;SC;;Trombudo Central,Timbó,Rodeio,Santa Cecília,São Cristovão do Sul,Navegantes,Pouso Redondo,Rio do Sul,Ponte Alta do Norte,Laurentino,Lontras,José Boiteux,Indaial,Ilhota,Curitibanos,Doutor Pedrinho,Gaspar,Ibirama,Benedito Novo,Ascurra,Agronômica,Apiúna,Blumenau,Brunópolis;
46;UNIDADE LOCAL DE RIO VERDE/GO;75.900-000;Rio Verde;(64) 3612-1040,;BR-452;GO;;Varjão,Cezarina,Cachoeira Dourada,Bom Jesus de Goiás,Acreúna,Rio Verde,Santo Antônio da Barra,Porteirão,Santa Helena de Goiás,Quirinópolis,Itumbiara,Jandaia,Inaciolândia,Indiara,Gouvelândia,Guapó,Maurilândia,Paranaiguara;
54;UNIDADE LOCAL DE RONDONÓPOLIS/MT;78.710-100;Rondonópolis;(66) 3427-0262,;Rua Dom Aquino;MT;;Alto Garças,Alto Araguaia,São Pedro da Cipa,Rondonópolis,Pedra Preta,Juscimeira,Itiquira,Jaciara;
85;UNIDADE LOCAL DE RORAINÓPOLIS/RR;69.301-130;Boa Vista;(95) 3224-9519,;Rua Barão do Rio Branco;RR;;;
107;UNIDADE LOCAL DE RUSSAS/CE;62.900-000;Russas;(85) 3270-3492,;Rua Travessa Antônio Gonçalves Ferreira;CE;;Tabuleiro do Norte,Quixeré,Russas,Quixadá,São João do Jaguaribe,Alto Santo,Banabuiú,Cascavel,Beberibe,Aracati,Aracoiaba,Ibaretama,Icapuí,Chorozinho,Ocara,Morada Nova,Palhano,Limoeiro do Norte,Jaguaribara;
80;UNIDADE LOCAL DE SALGUEIRO/PE;56.000-000;Salgueiro;(87) 3871-0157,;Av. Getúlio Vargas;PE;;Bodocó,Cabrobó,Araripina,Belém de São Francisco,Floresta,Granito,Exu,Itacuruba,Inajá,Jatobá,Mirandiba,Parnamirim,Ouricuri,Salgueiro,Petrolândia,Trindade,Terra Nova,Tacaratu,Serra Talhada,São José do Belmonte,Verdejante;
116;UNIDADE LOCAL DE SANTA INES/MA;65.020.290;Santa Inês;(98) 3241-5302,;Rua Jansen Muller;MA;;;
110;UNIDADE LOCAL DE SANTA ISABEL/ES;29050625;Vitória;(27) 32124290,;Avenida Marechal Mascarenhas de Moraes;ES;;Afonso Cláudio,Águia Branca,Alegre,Anchieta,Apiacá,Aracruz,Atilio Vivacqua,Baixo Guandu,Barra de São Francisco,Bom Jesus do Norte,Brejetuba,Cachoeiro de Itapemirim,Cariacica,Castelo,Colatina,Conceição da Barra,Conceição do Castelo,Domingos Martins,Dores do Rio Preto,Ecoporanga,Fundão,Guaçuí,Guarapari,Ibatiba,Ibiraçu,Ibitirama,Iconha,Irupi,Itaguaçu,Itapemirim,Itarana,Iúna,Jaguaré,Jerônimo Monteiro,João Neiva,Laranja da Terra,Linhares,Marechal Floriano,Mimoso do Sul,Muniz Freire,Muqui,Nova Venécia,Pedro Canário,Pinheiros,Presidente Kennedy,Rio Novo do Sul,São José do Calçado,São Mateus,São Roque do Canaã,Serra,Sooretama,Venda Nova do Imigrante,Viana,Vila Pavão,Vila Valério,Vila Velha,Vitória;
143;UNIDADE LOCAL DE SANTA MARIA/RS;97.070-000;Santa Maria;(55) 3211-1944,;Av. Helvio Basso;RS;;Agudo,Manoel Viana,Novo Cabrais,Jaguari,Júlio de Castilhos,Itaara,Formigueiro,Dilermando de Aguiar,Capão do Cipó,Cacequi,Tupanciretã,Vila Nova do Sul,Unistalda,São Vicente do Sul,São Pedro do Sul,São Sepé,São Miguel das MissõEs,Santa Maria,Santa Margarida do Sul,Santiago,São Francisco de Assis;
39;UNIDADE LOCAL DE SANTA RITA/PB;58.301-640;Santa Rita;(83) 3229-1070,;BR-230;PB;;São Miguel de Taipu,Sobrado,Bayeux,Caldas Brandão,Caaporã,Cabedelo,Conde,Cruz do Espírito Santo,João Pessoa,Rio Tinto,Santa Rita,Mamanguape,Pedras de Fogo,Mataraca,Alhandra;
41;UNIDADE LOCAL DE SANTANA DO IPANEMA/AL;57-500-000;Santana do Ipanema;(82) 3621-1150,;Rua Pancrácio Rocha;AL;;Água Branca,Santana do Ipanema,Poço das Trincheiras,Minador do Negrão,Ouro Branco,Palmeira dos Índios,Pariconha,Mata Grande,Canapi,Maravilha,Inhapi,Delmiro Gouveia,Dois Riachos,Estrela de Alagoas,Cacimbinhas,Abdon Batista;
144;UNIDADE LOCAL DE SANTANA DO LIVRAMENTO/RS;97.577-380;Santana do Livramento;(55) 3243-1432,;Av. João Belchior Goulart;RS;;Hulha Negra,Dom Pedrito,Lavras do Sul,Quaraí,Aceguá,Bagé,Caçapava do Sul,Santana do Livramento;
93;UNIDADE LOCAL DE SÃO JOSÉ/SC;88.110-200;São José;(48) 3246-0097,;BR-101;SC;;Águas Mornas,Alfredo Wagner,Balneário Camboriú,Biguaçu,Brusque,Botuverá,Camboriú,Guabiruba,Governador Celso Ramos,Garopaba,Florianópolis,Imbituba,Itajaí,Itapema,Paulo Lopes,Rancho Queimado,Porto Belo,Palhoça,São José,Santo Amaro da Imperatriz,Tijucas,Vidal Ramos;
